,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.username,reviews.userProvince
20932,850 Bayview Ave,"Hotels,Casinos",Biloxi,US,30.411692,-88.890249,Ip Casino Resort Spa,39530,MS,2015-01-13T06:00:00Z,2017-03-02T17:51:10Z,,,4.3,It was the second time I stayed in IP resort on my way from Houston to Charlotte. We had,Excellent customer satisfaction!,,Debbie Schneider❤,
22983,225 Route 28,Hotels,West Yarmouth,US,41.655436,-70.256179,Bayside Resort Hotel,2673,Yarmouth,2016-08-31T00:00:00Z,2016-10-31T22:54:52Z,,,3.0,Just slept there. We were out during the day sightseeing.,"Good location, nice amenities",,A Traveler,
20329,2091 Eatonton Rd,Hotels,Madison,US,33.55675,-83.47497,Super 8 Madison,30650,GA,2015-07-19T00:00:00Z,2016-11-21T16:01:06Z,,,4.0,"Though the outside looks rundown, the inside was clean and quite adequate for a comfortable overnight stay. The room was a little small but the price was good compared to other surrounding hotels. The breakfast bar was limited but, again, adequate. The staff was friendly and helpful. We would stay again when in the area.",Don't judge a book by its cover.,,A Traveler,
21679,25 Cherry St,"Corporate Lodging,Hotels,Lodging,Hotel,Motels",Burlington,US,44.47912,-73.21863,Courtyard Burlington Harbor,5401,Burl,2015-09-13T00:00:00Z,2016-12-15T19:38:07Z,,,4.0,"We were really impressed with the large room and bathroom size, and could just about see Lake Champlain from the window. The location is ideal for the waterfront and just a short walk from the main shopping and dining area which surprisingly isn't at the waterfront, instead it is about 5 blocks back. Parking is handily available underneath the hotel,... More",Well located luxurious hotel,Reading,Simon V,VT
2335,1808 S Australian Ave,Hotels,West Palm Beach,US,26.697607,-80.072864,Doubletree By Hilton West Palm Beach Airport,33409,FL,2015-09-07T00:00:00Z,2016-11-16T02:50:03Z,,,5.0,"I was impressed with this hotel. It was clean, quiet and staff was pleasant. You are even offered a warm cookie upon checkin in which I took full advantage of. I paid under 100 for the night and it was an awesome deal. It's is about 15 minutes from the City Walk where you can shop and eat. The hotel shuttle takes you to and from the airport and City Walk for free. However, it does not take you to the beach. You will need to take a taxi there. Other than that, I have no complaints on my stay. I highly recommend this hotel.",Great deal!!,Atlanta,TL,GA
34666,9750 Key Point Ave,Hotels,Hesperia,US,34.42794,-117.38383,Holiday Inn Express Hotel and Suites Hesperia,92345,CA,2015-06-07T00:00:00Z,2016-11-05T20:28:03Z,,,5.0,The breakfast was awesome. Beds were great. Clean and everyone was nice.,Nice Stay,,love to travel,
1554,442 Walker Bay Blvd,Hotels,Walker,US,47.09124,-94.57172,Country Inn Walker,56484,Onigum,2016-03-10T00:00:00Z,2016-11-06T18:29:10Z,,,5.0,Staff was very friendly and breakfast was nice to have before we left....,"Short, but great stay!",Dallas,Dori,MT
27627,4934 N W Loop 410,Hotels,San Antonio,US,29.487838,-98.583884,Fiesta Inn and Suites,78229,TX,2014-05-13T00:00:00Z,2016-11-06T21:15:05Z,,,1.0,"When I arrived everything looked good, upon further inspection I learned that there was no ice machine on the premise and we weren't provided towels. We also noticed there was pot residue on the night stand by the bed.",terrible place to stay,,Stephanie,Virginia
26195,50 Capital Ave S W,Hotels,Battle Creek,US,42.312,-85.19201,Mccamly Plaza Hotel,49017,MI,2012-05-11T00:00:00Z,2016-10-14T13:20:17Z,,,5.0,try staying for two weeks you will really learn to hate trains....,Birthday,Belding,Dan,MI
12681,4951 Eisenhower Pkwy,Hotels,Macon,US,32.812740000000005,-83.71964,Red Rest Inn,31206,GA,2014-12-10T00:00:00Z,2016-11-07T04:57:46Z,,,5.0,Not my first time. Great one night stay.,comfortable,,EVE,
20425,603 Constitution Dr,"Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",West Monroe,US,32.510228999999995,-92.169395,Holiday Inn Express & Suites West Monroe,71292,Brownsville,2014-07-12T00:00:00Z,2017-02-06T11:07:53Z,,,4.0,"Good experience based on other West Monroe experiences. Not fancy but certainly safe,clean and adequate. Convenient location to nearby dining. Only con, single slow elevator.","Nice place not fancy, but no issues",Melissa,J E,TX
3403,2855 Main St,Hotels,Irvine,US,33.67971,-117.83727900000001,Residence Inn By Marriott Irvine John Wayne Airport,92614,CA,2015-09-28T00:00:00Z,2016-10-30T21:45:19Z,,,3.0,"Stayed here for a combo business/family trip. The weather was hot and the room was warm when we checked in. The A/C struggled to cool the room overnight, but finally by morning the temp was comfortable. There was no hotel or area info in the room - you're directed to a calendar card on your fridge and a large touchscreen... More",Adequate,,Laurie M,
21279,6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-10-24T00:00:00Z,2016-10-31T20:24:02Z,,,5.0,"I was here on business. This hotel lives up to the Hampton quality standards. Staff was friendly, room was clean and quiet, nothing bad to say about this hotel....all good.",Hampton quality,New York,A Traveler,NM
23231,121 E Arrellaga St,Hotels,Santa Barbara,US,34.428888,-119.707704,Simpson House Inn,93101,CA,2015-07-10T00:00:00Z,2016-11-15T21:06:40Z,,,1.0,"This hotel is so terrible, and stuff took my credit card like pirates (although I told her the room was paid through Expedia). The room has no bathroom, so I can not stay. When I tried to ask for canceling, the manager is so angry and kick me out of the office, this convinced me that I have to leave no matter how is the cancellation (because I booked this hotel via Expedia, I believed that Expedia will help me to cancel this hotel.","Terrible hotel, no bathroom inside room",marlow,A Traveler,CA
28053,625 W Rolling Meadows Dr,Hotels,Fond Du Lac,US,43.75521,-88.47649,Holiday Inn Fond Du Lac,54937,WI,2012-04-27T00:00:00Z,2016-11-06T18:16:40Z,,,3.0,"The hotel was clean but in great need of a remodel. There was so much wallpaper, it was shocking. They also claim to be ""smoke free"" but they allow people to smoke right outside the door, with the door open. So being on the second floor the smoke went right up the stairs into our room. The room was also very drafty. We stayed in April, I can't imagine what it would have been like in January. All in all it was clean, but we wouldn't stay there again.",in need of a remodel,,A Traveler,Chilton
30671,708 Horizon Dr,Hotels & Motels,Grand Junction,US,39.107304,-108.543741,Days Inn,81506,CO,2008-10-05T00:00:00Z,2016-08-12T17:18:53Z,,,,"Budget hotel offers standard amenities and low rates to road-weary travelers. In ShortSince 1946, this Phoenix, Ariz.-based hotel chain has provided guests with comfortable accommodations. Its BestRequests program offers 16 of the most frequently requested services and amenities, including complimentary in-room tea/coffeemakers, hair dryers, iron and ironing boards, free local calls less than 30 minutes and long-distance access. Complimentary toiletries, like toothpaste, razors and sewing kits, are also available upon request. Business travelers will enjoy the computer data ports in each room and photocopying services.",,,Contributor,
28430,121 Raydo Cir,Hotels,Springfield,US,39.89509,-83.81486,Comfort Suites,45506,OH,2015-10-18T00:00:00Z,2016-11-03T02:28:04Z,,,3.0,"We recently stayed here for a family function. We were not going to spend much time here so I didn't want to pay up for a luxury hotel. The rooms were large 2 double beds with lots of pillows. Desk, chair, kitchenette, Seating area with sofa and table nice large TV. Room was clean, bathroom was clean everything in good... More",Spacious and clean,Andover,Yvette B,MA
2056,1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,43.596927,-83.891054,Doubletree By Hilton Hotel Bay City - Riverfront,48708,MI,2016-04-27T00:00:00Z,2017-02-24T10:25:45Z,,,5.0,Everyone here went above and beyond to make sure that my sisters wedding weekend was perfect. Our room was beautiful and spacious. The bed was comfortable. Loved all the windows in our room (corner suite). Would definitely stay here again while in town!!,Perfect Wedding Weekend,GRAND RAPIDS,Sabrina H,MI
35263,250 Msgr O'brien Hwy,"Hotels,hotel",Cambridge,US,42.373389,-71.081492,Holiday Inn Express Hotel and Suites Cambridge,2141,MA,2016-08-24T00:00:00Z,2016-10-29T19:04:25Z,,,5.0,"Convenient location, free parking breakfast and clean room.",Holiday Inn Boston Cambridge,Fargo,Hungcheng,ND
2080,1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,43.596927,-83.891054,Doubletree By Hilton Hotel Bay City - Riverfront,48708,MI,2015-10-21T00:00:00Z,2017-02-24T10:25:45Z,,,5.0,Great location near downtown. Walking distance to nice restaurants and bars,Great location near downtown,Livonia,Jerry,MI
28840,2607 Atlantic Ave,Hotels,Virginia Beach,US,36.85497235,-75.97641885,Holiday Inn Express Hotel and Suites Va Beach Oceanfront,23451,VA,2016-08-27T00:00:00Z,2016-10-30T21:12:22Z,,,3.0,"The staff was friendly, there was alway a wait on the elevators. My room bad crumbs beside the night stand. And if was hard as h3ll to open amd close the balcony doors",Location was great.,Greenville,A Traveler,NC
25207,7865 Perry Hwy,"Hotels,Hotels & Motels,Hotel",Erie,US,42.071304,-80.03911,Red Roof Inn Erie,16509-6642,PA,2016-04-23T00:00:00Z,2016-10-27T18:09:11Z,,,3.0,was here one night on way to tenn. when we got their and checked in all we could hear was a dog barking called the front desk they took care of it fast. was a little loud next to the interstate,quick stay,Babbitt,debinbabbitt,MN
32531,12825 Ventura Blvd,Hotels,Studio City,US,34.144791,-118.41155,Sportsmen's Lodge,91604,CA,2016-06-30T00:00:00Z,2016-10-29T18:26:20Z,,,3.0,"Good stay but disappointed about the pool. Apprently in the summer the hotel sell admission to non guest to use the pool. Due to this myself, my wife and my son couldnt enjoy ammentities we paid for. Rooms are nice and remodeled but you can still see the age of the hotel. First and last time we will be staying there.",pool for everyone except guests!!!,,Ionut,
5092,480 King St,"Hotels,Hotel",Alexandria,US,38.80474,-77.04455,"The Alexandrian, Autograph Collection",22314,VA,2016-04-19T00:00:00Z,2017-04-20T01:34:00Z,,,5.0,"Hotel has a great location on King Street. Great food and drink options near by, and nice hotel bar. Good service overall. Easy to access from Reagan airport by taxi, Metro and free King Street trolley, or Uber.",Great place to stay,,A verified traveler,San Diego CA
11577,3917 Ridgemont Dr,Hotels,Abilene,US,32.40399,-99.76546,Hampton Inn Abilene,79606,TX,2016-05-17T00:00:00Z,2016-10-30T19:17:06Z,,,4.0,This is a newer Hampton with the modern 2 story high breakfast area- very good breakfast options- we made a Texas shaped waffle- cute!! Ask for room away from highway- just a little noise from traffic- not many food options nearby .,Nice Hampton inn,Lafayette,Ruth g,LA
12304,14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,30.479833000000003,-81.648827,Jacksonville Plaza Hotel and Suites,32218,FL,2016-10-02T00:00:00Z,2016-10-27T21:54:40Z,,,5.0,I wan very pleased.,Lets's Do it again.,Nashville,A Traveler,TN
3467,210 Ludlow St,Hotels,Warren,US,41.83631,-79.16931,Days Inn Warren,16365,PA,2015-03-31T00:00:00Z,2017-04-20T01:37:39Z,,,4.0,The best thing about this hotel is the staff. Everyone is very friendly and helpful. The hotel is an older property but it is very clean and well taken care of. We wished there had been a hot tub instead of the sauna. The beds are not premium. But we enjoyed our stay and would come back.,Nice stay,,Janina,New Mexico
32043,222 N Ingram Mill Rd,Hotels,Springfield,US,37.2085,-93.22816,Greenstay Hotel and Suites,65802,MO,2016-05-10T00:00:00Z,2016-11-06T18:30:26Z,,,4.0,Very nice property. Pleasant surprise!,Nice place!,,Bruce,
18152,1020 University Pkwy,Hotels,Sarasota,US,27.381832,-82.549741,Springhill Suites By Marriott Sarasota Bradenton,34234,FL,2016-03-16T00:00:00Z,2016-06-21T04:25:09Z,,,2.0,This review is geared more towards the event/sales process at this hotel. I reached out to the SpringHill Suites back in July 2015 to book a room block for my Sarasota wedding this past February 2016. The contract process was easy but that was the only thing that was. I requested a link for my guests to use to book... More,Fine Stay But Do Not Book an Event or Room Block Here,Tampa,Francesca P,FL
15605,150 Cracker Barrel Dr,"Travel,Bed & Breakfasts,Extended Stay,Wine Country Hotels,Business Hotels,Lodging,Hotels,Family-Friendly Hotels,Hotels & Motels,Budget Hotels,Beach Hotels,Apartment Hotels,Weekend Getaway Hotels,Tourist Hotels,Boutique Hotels",Calhoun,US,34.470290000000006,-84.91438000000001,La Quinta Inn Calhoun,30701,GA,2015-12-11T00:00:00Z,2016-10-14T14:57:17Z,,,1.0,"In the morning following our stay my wife discovered that she had been bitten many times by bedbugs. She had disturbing bites on her ankles, forearms and face. The bed seemed clean but obviously it was infested with bugs.",Bed Bugs!,Boca Raton,John K,FL
15162,95 Route 17k,Hotels,Newburgh,US,41.505388,-74.073291,Howard Johnson Inn - Newburgh,12550-5009,NY,2014-06-17T00:00:00Z,2017-04-17T01:54:07Z,,,2.0,"Two of the three hotel staff I interacted with were not professional in their appearance; neither did they interact with me in a way that affirmed that I was a human being or a welcome customer. (One staff member was good though.) From what I could see, the room-cleaning staff does the best they can with what they have. The rate charged for the room was attractive but the savings comes at a different cost. This hotel really ""needs that special something.""",Savings for a reason,Andover,A verified traveler,Richmond VA
22329,1605 W Loop 1604 S,"Hotels,Lodging,Hotel",San Antonio,US,29.41358,-98.70959,Microtel Inn Suites By Wyndham San Antonio By Seaworld,78245,TX,2015-06-26T05:00:00Z,2015-07-20T19:36:10Z,,,5.0,"Good location, really nice and clean place. My whole family enjoyed staying there. My girls especially loved the Bay window seating.","Good location, really nice and clean place. My whole family...",,jenniferdM6467PG,
8045,200 S Coombs St,Hotels,Napa,US,38.283328999999995,-122.288533,Wine Valley Lodge,94559,CA,2016-07-21T00:00:00Z,2016-11-05T18:58:25Z,,,5.0,"The hotel is older but very well maintained. The room was large and clean. It only had a shower, but that's all I needed. WiFi had a good, fast Internet connection and it was easy to connect. The hotel has satellite TV with enough channels to keep you entertained. The person who checked me in was helpful with giving advice on where to go for food and attractions. The hotel has a breakfast in the morning. The breakfast consists of drinks (coffee, orange juice, milk, etc) and danish, cereals, etc. There are no waffles. All in all there is good value here.",Good Value in Wine Country,,withheld,
27702,4934 N W Loop 410,Hotels,San Antonio,US,29.487838,-98.583884,Fiesta Inn and Suites,78229,TX,2015-01-03T00:00:00Z,2016-11-06T21:15:05Z,,,1.0,"Room was not ready at check in .. no heat then switched to another that had roaches,  smelled like gas , no remotes for tv",Would not return,,A verified traveler,Arizona
26057,11900 N W Plaza Cir,Hotels,Kansas City,US,39.309014000000005,-94.6826,Super 8 Kansas City Airport,64153,MO,2016-08-10T00:00:00Z,2016-11-16T04:02:09Z,,,4.0,Very pleased great value! Beds were comfy A/C cool. Will return. Did notice some mineral deposit around the sink faucets.,Great Value,,Coranne,
23130,1287 N Saint Louis St,Hotels,Batesville,US,35.79068,-91.63828000000001,Super 8 Batesville Ar,72501,AR,2013-08-24T00:00:00Z,2016-11-15T22:33:55Z,,,4.0,"everything was great, nice staff ,easy access ,rooms nicely remodeled but did not have mirror in bathroom on order should have put in temporary..",nice hotel close to racetrack,Liberty Hill,walt,TX
9293,50 N E Catawba Rd,Hotels,Port Clinton,US,41.52469,-82.85883000000001,Holiday Inn Express Hotel and Stes Port Clinton-catawba Island,43452,Middle Bass,2011-05-04T00:00:00Z,2016-11-04T22:39:37Z,,,5.0,This hotel is perfectly positioned price wise and location wise for both the leisure and business traveler.,PLEASENT SURPRISE,,siewert,
7297,2707 Veterans Ave,"Travel & Transport,Hotels,Hotels & Motels",Vandalia,US,38.97034343,-89.12880845,Ramada Vandalia,62471,Pittsburg,2016-10-22T00:00:00Z,2016-10-28T18:26:31Z,,,2.0,"We stayed for 4 days with our 2 dogs to attend a sheepdog herding trial. The hotel was very clean, the room decor is clean and and the sheets are white with no gross floral bed cover. Good pillows. Very comfortable. Housekeeping didn't take the 6 I left for them the first day but did the next day when I... More",Nice Hotel,Lansing,A Traveler,MI
16589,15321 Vantage Pkwy E,Hotels,Houston,US,29.940256,-95.362277,Quality Suites Intercontinental Airport West,77032,TX,2016-06-24T00:00:00Z,2016-11-15T04:38:32Z,,,3.0,"Stayed here two nights the customer service was great, room was clean I had my kids with me they loved it the pool was nice and clean would definitely stay here again",Weekend housing search trip,,Maynor,
35610,1154 Hurffville Rd,Hotels,West Deptford,US,39.834559999999996,-75.08841,Residence Inn By Marriott Deptford,8096,Woodbury,2016-07-02T00:00:00Z,2016-10-27T18:33:56Z,,,4.0,Reserved a 1 bed suite was give a studio which wasnt a problem. The problem was it was rite next to the elevator which made for a long night. Never again will this happen.,Perfect stay!!,,Donald,
19757,Km 95 Carretera Cancun Tulum,Hotels,Beaumont,US,20.453789999999998,-87.27365,El Dorado Seaside Suites By Karisma - All Inclusive,77710,TX,2015-04-29T00:00:00Z,2016-11-05T18:57:22Z,,,1.0,"Let me just say I will never book thru Expedia ever again. I checked in on 4/16/15 and checked out on 4/22/15 and let me say I want a refund or to be put up for what I originally paid for the El Dorado Royal. On 2/8/15 I booked thru Expedia and paid in FULL for 6 nights/7 days all inclusive at the Royale. On 4/8/15 exactly 60 days I get an email from Expedia stating that the Royale is overbooked by 17 reservations and I will be moved to Generations resort. That is a problem because I booked originally Adults Only and Generations has kids. The only other sister property available was Seaside Suites so I went on Karisma's website and it appeared to be similar. We arrive on 4/16/15 and the rooms are small older resort that what was expected but fine. The sewer/moldy smell from water retention outside our door was gross. I complained to personal concierge and they acted as if it wasn't an issue. Interesting enough people we met and check in on same day got moved to building because it was so bad and they even tried a dehumidifier. We never got offered a move, etc. Our 2nd full day we both came down very ill with diarrhea, vomiting and dehydration. We at first just said oh maybe it's Mexico. No, we finally saw the doctor on site and were given an antibiotic, bacterial medication and pain med for stomach. Our friends we were traveling with too were so sick and others in resort we met at well from Canada, Australia, Philadelphia, California, etc. There is something not right. The",Booked & Paid for the El Dorado Royale and we got,,John&Tessie,
10879,2100 N Ocean Blvd,"Hotels,Motels,Resorts",North Myrtle Beach,US,33.82734,-78.645195,Wyndham Vacation Resorts Towers On The Grove,29582,Cherry Grove,2016-04-30T00:00:00Z,2016-05-31T13:45:25Z,,,5.0,"Stayed here for a race I was running with friends. We stayed in the 3 bedroom ocean front. Very modern, nice new furniture. I walked in and didn't want to leave. It was a nice location central to everything. Short driving distance to Broadway at the beach and other areas. Grocery store down the street that stocked everything.",Beautiful,Jacksonville,NeeNee717,NC
5331,480 King St,"Hotels,Hotel",Alexandria,US,38.80474,-77.04455,"The Alexandrian, Autograph Collection",22314,VA,2014-11-04T00:00:00Z,2017-04-20T01:34:00Z,,,5.0,Very friendly and helpful staff.Very comfortable room.,Great hotel,,A verified traveler,Surrey UK
33187,185 Brainard Rd,"Travel and Tourism,Hotels",Hartford,US,41.734582,-72.65952,Best Western Hartford Hotel & Suites,6114,Htfd,2015-07-07T00:00:00Z,2016-11-11T18:39:58Z,,,4.0,"We were moving our daughter to the city and needed a hotel that was close to downtown and reasonably priced...we found it here!! Everyone was friendly, helpful, and courteous,from those at the front desk to house keeping. The rooms were nicely appointed and the bed was comfortable! My only cons would be that the water when showering didn't stay consistent in temperature, especially in the morning and my room key kept expiring (not sure why) but the front desk was quick to straightened that matter out. The breakfast options were nice they offered pancakes, bacon, sausage, pre-made omelets, a variety of bagel and pastry items and a few choices of cereal. We will definitely be staying here again when we come to visit and will be recommending this hotel to others. Thanks again Best Western for another great stay!",Great choice; easy access to downtown,Quincy,Kelly,MA
7723,920 N Rampart St,"Hotel,Hotels",New Orleans,US,29.962453999999997,-90.06636,Best Western Plus French Quarter Landmark Hotel,70116-3011,LA,2016-03-11T00:00:00Z,2016-10-29T20:21:45Z,,,4.0,This budget-friendly hotel is located on the outskirts of the French Quarter. It only took a short walk through a quiet residential neighborhood to get to the heart of the French Quarter. I found the hotel very clean and the complimentary breakfast completely adequate. It was surprisingly quiet although you would hear an occasional group come in after a fun... More,Great Staff Clean Hotel Nice Location,Vancouver,Klpatric43,UT
18115,36750 Us Highway 19 N,Hotels,Palm Harbor,US,28.10667,-82.739915,Innisbrook,34684,FL,2016-03-28T00:00:00Z,2016-11-15T22:28:01Z,,,5.0,The staff was amazing. The were very accommodating and extremely friendly. Rooms and grounds were immaculate.,Great Stay,,Duane,
25200,7865 Perry Hwy,"Hotels,Hotels & Motels,Hotel",Erie,US,42.071304,-80.03911,Red Roof Inn Erie,16509-6642,PA,2016-06-17T00:00:00Z,2016-10-27T18:09:11Z,,,3.0,"A quick background: we stopped overnight on our road trip from Vermont to Michigan. I had been in the car with a cranky man, four wild children between the ages of 12 and 7, and two shih tzus (one of whom was wearing a cone of shame following an eye injury). When we made our reservation, we had asked for... More",Stop along the way,Cleveland,Beckie O,OH
23663,304 Us Highway 22,"Corporate Lodging,Lodging,Hotels",Springfield,US,40.684914,-74.33085,Holiday Inn,7081,NJ,,2016-06-22T19:07:36Z,,,2.0,"This hotel should be ashamed to call itself a Holiday Inn. The room had no cold water running to the sink or the bathtub. The air conditioning was too loud to turn on while sleeping and the window was sealed shut. The bed was a wooden plank with a sheet thrown over it. Needless to say, this place reeks, on Route 22 there are 50 more options, keep driving!",Better off sleeping in your rental car!,,plumtucker,
29527,621 Esplanade Ave,Hotels,New Orleans,US,29.9632203,-90.059329,Lamothe House,70116,LA,2016-05-09T00:00:00Z,2017-04-11T16:37:55Z,,,5.0,Extremely friendly staff and excellent service.,Stay in a Museum,,Michael,
15675,5200 Fashion Square Blvd,Hotels,Saginaw,US,43.48418,-83.96907,Fairfield Inn Saginaw,48604,MI,2014-06-17T00:00:00Z,2016-11-10T19:30:31Z,,,5.0,"Positive experience. Walking distance to Panera. Pool clean, good condition.",Nice location,,A Traveler,
15913,3550 Gateway St,Hotels,Springfield,US,44.085879999999996,-123.04228,Quality Inn and Suites Eugene-springfield,97477,Spfld,2015-09-21T00:00:00Z,2016-11-01T22:46:12Z,,,5.0,"Great customer service!! My dog and I enjoyed the comfortable and quiet room. Despite being close to the freeway, the rooms were very quiet.",My new favorite in Eugene,,Christy,
12828,1071 E El Camino Real,Hotels,Sunnyvale,US,37.352307,-122.00324199999999,Cherry Orchard Inn,94087,CA,2016-05-16T00:00:00Z,2016-11-11T04:41:27Z,,,1.0,The only way to improve this hotel is to burn it to the ground and build another..,It Should be Condemed,,A Traveler,
854,3100 I 70 Doctor S E,Hotels,Columbia,US,38.961240000000004,-92.28914,Howard Johnson Inn Columbia,65201,Elkhurst,2016-03-18T00:00:00Z,2016-11-15T22:40:17Z,,,4.0,"The hotel is in a prime location. Close to the highway and easy to get to. Breakfast was OK, but lacked variety. Some eggs and more fruit options would have been nice. The other issue is how loud it was in the halls at night. Doors banging and people talking went right through the walls. Hard to get a good night sleep. The front desk was very helpful and friendly. I did have trouble accessing the WiFi. Overall it wasn't a bad stay but there were issues.",Coach gives it a B-,,Mark,
4050,55 Ok St,"Hotels,Lodging,Hotel,Motels",Bisbee,US,31.443132000000002,-109.91349,Eldorado Suites Hotel,85603,Copper Queen,2015-12-30T00:00:00Z,2016-02-26T13:48:43Z,,,5.0,"We selected El Dorado because it was pet friendly, and we have a dog and cat that we wanted to bring along on our Christmas celebration in Bisbee. The rooms were terrific. We had a fully functional kitchen which we put to good use, a bedroom with a very comfy bed and comforter. The living room was very pleasant with... More","Wonderful Staff, Wonderful Place to Stay",Flagstaff,TravelinBluez,AZ
6738,1700 Skibo Rd,Hotels,Fayetteville,US,35.07617,-78.96096,Hampton Inn Fayetteville Fort Bragg,28303,Ponderosa,2016-06-06T00:00:00Z,2016-08-03T22:17:51Z,,,3.0,"We had to stay over in Fayetteville due to a car issue, and as a Hilton Honors member, I generally have good experiences at Hampton Inns. This property is nestled between a major road and a busy highway and is not very easy to get too from a strange little access road! First, it was obviously another Motel Chain before... More",Not a great property!,Pompano Beach,mttnyc,FL
1841,400 S Meadow St,"Hotels,Hotels & Motels",Ithaca,US,42.436007000000004,-76.508315,Super 8 Ithaca,14850,NY,2016-06-30T00:00:00Z,2016-12-13T03:53:49Z,,,2.0,"Very comfortable beds, nice towels, quiet and friendly staff. Room was clean. No elevator so request ground floor of it is important to you.",Comfortable budget stay.,,Jill,
27519,4934 N W Loop 410,Hotels,San Antonio,US,29.487838,-98.583884,Fiesta Inn and Suites,78229,TX,2016-03-25T00:00:00Z,2016-11-06T21:15:05Z,,,1.0,"Booked travel  pkg through Expedia, never again!. Would have left immediately, but everywhere else  booked for this event  and left us stuck !..Dirty filthy ,roaches all over the place. Now I don't expect much from a cheap hotel and it is CHEAP but it is by far the worst I have ever seen and im not a 5 star hotel ,complaining wimp. But I had to write my very first hotel review!!.All 5 of the rooms we went through/viewed  in 3 nights smelled  BAD, the floors were so dirty and gross I never took my shoes off. The bathrooms were full of mold and filth the tubs look like someone tried to paint them 10 yrs ago and you didn't want to be be barefoot in there believe me.One shower had the on/off valve at the shower  head? Nicotine stained ceilings/walls with holes in them. Terrrible beds with bed bugs!  springs popping out ,comforters with all sort of unknown stains.The last room had the stove removed,leaving the natural gas pipe/valve  exposed with no plug on the line allowing anyone to turn it on.That is a very serious Hazard. The kind that LEVELS buildings killing everyone.When I told the desk she said oh thought they plugged those up..Im pretty sure these are rented as apartments during off peak times cheaper.The kind of damage substained to these rooms doesn't come from travelers with their families, there was grease so thick on the range hood and sides of the stoves you could scrape it off.The doors had all been kicked in and broke the trim making the doors barely able to latch",WARNING. DONT stay here the dirtiest roach ridden!,,A verified traveler,
16644,3582 White Mountain Hwy,"Hotels & Motels,Motels,Lodging",North Conway,US,44.074067,-71.141015,1785 Inn,3860,N Conway,2012-09-23T00:00:00Z,2016-06-22T19:07:24Z,,,5.0,Food was quite good  but service was extremely fussy bordering on awkward- good service should leave you at ease but this missed the mark. Too bad.,fantastic,Everett,Maria Neal,MA
34707,2 Boulevard Pierre Desgranges,Hotels,Park City,US,45.531554,4.278685,Best Western Saint-etienne Aeroport,42160,KY,2015-09-09T00:00:00Z,2016-11-15T21:41:39Z,,,5.0,Bravo toute l'quipe de cet htel et tout particulirement a la personne qui tait l'accueil ce jour l et au personnel du service de restauration.Les chambres sont confortables et le restaurant de trs bonne qualit.,Service excellent,,claude,
29264,1535 Broadway,"Banquet Rooms,Hotels,Banquet Facilities,Hotels & Motels,Hotel,Hotels Motels",New York,US,40.758465,-73.985639,New York Marriott Marquis,10036,Nyc,2002-06-07T00:00:00Z,2017-03-26T17:25:47Z,,,5.0,"In the Middle of Times Square ok so the Marriott won't blow you away with world class service or fancy stuff. but you can't beat the location. smack dab in the middle of Times Square, the crossroads of the World. The Marquis has a theater right in the hotel so catch a show or simply walk across the street to the TKTS booth. again the location is great so stay here and you can see all of NYC and have a comfortable place to sleep. but again it's the city that never sleeps so just go out and party!!!!!!! lets go!!!!!!",,,utah,
8241,232 E White Horse Pike,Hotels,Absecon,US,39.447342,-74.530457,American Star Inn and Suites Atlantic City,8205,Galloway Township,2016-02-23T00:00:00Z,2016-11-11T17:15:40Z,,,2.0,Lady at the front desk was very sweet but the room was filthy!!!! I even had to let the shower curtain hang out of the tub so it wouldn't touch us! There was mold everywhere and one of the beds were broken!! The room was only 12 and the tax was 16 go figure....u get what u pay for!!!!,Dirty!,,Norma,
19862,5500 28th St S E,Hotels,Grand Rapids,US,42.91294,-85.5323,Best Western Hospitality Hotel and Suites,49512,MI,2016-06-11T00:00:00Z,2016-11-02T00:15:09Z,,,4.0,"Bed was really comfy. The shower had 2 shower heads, one at normal height and one at waist height. I'm not really sure what the purpose of the lower one was, but it felt really nice to have 2 showerheads spraying on me. The only complaint I had was that the TV picture was terrible. Why provide a nice flat screen TV if you aren't going to have HD cable",Sandy,Cleveland,Jacob,OH
11081,1700 Eighth St N W,"Hotel,Hotels",Austin,US,43.681877,-92.98395,Americinn Lodge Suites Austin,55912,Andyville,2016-07-01T00:00:00Z,2016-03-29T06:21:40Z,,,3.0,This hotel is a very good location in regards to trips north south east or west. We feel the AmericInn does a nice job for cleanliness. They are very friendly and are willing to help you out if needed. One suggestion we have is that the bathrooms could use more counter space. otherwise all in all very comfortable.,Location good,Sioux Center,mesazng,IA
