CustomerID,Frequency,AmountSpent
16833,7,20.95
16835,4,14.21
16836,3,9.55
16837,23,97.82
16838,5,182.04
16839,61,179.31
16841,20,25.91
16842,11,27.76
16843,78,154.35
16846,2,1.67
16847,3,13.65
16848,1,2.08
16849,1,6.25
16850,1,1.25
16851,3,5.79
16852,1,0.55
16855,2,2.5
16858,3,15.6
16859,9,26.3
16861,2,2.95
16863,7,8.36
16866,1,0.85
16869,21,60.37
16871,25,66.96
16872,2,1.89
16873,46,127.21
16875,22,74.61
16877,25,84.84
16880,37,186.11
16882,3,13.75
16883,10,32.95
16884,4,14.25
16885,15,42.55
16887,5,12.08
16889,28,107.02
16891,38,135.42
16892,13,25.42
16893,8,15.29
16895,17,43.44
16897,15,68.59
16898,27,60.91
16899,19,70.62
16900,16,29.2
16902,6,20.34
16903,11,24.74
16904,129,435.24
16905,36,136.06
16906,21,62.82
16907,25,98
16909,4,20.42
16910,104,253.87
16912,28,138.59
16913,1,3.75
16914,5,6.21
16915,4,20.25
16916,36,72.99
16917,2,7.01
16918,25,52.75
16919,63,172.43
16921,14,26.88
16923,115,324.42
16924,19,80.85
16926,3,24.95
16927,2,2.07
16928,27,49.35
16929,15,42.26
16930,13,19.98
16931,172,336.41
16932,12,25.35
16933,9,15.04
16934,16,58.23
16936,8,16.54
16938,46,131.12
16940,53,89.22
16942,44,139.62
16943,5,34.45
16945,52,112.41
16947,5,21.39
16948,7,14.19
16949,15,155.02
16950,6,25.83
16951,25,31.49
16954,9,34.41
16955,5,24.64
16956,4,29.8
16957,1,1.45
16959,2,2.3
16960,17,34.47
16963,1,2.95
16965,9,26.82
16966,8,13.11
16967,1,1.25
16968,5,17.63
16969,12,24.92
16971,9,83.6
16976,1,10.95
16978,5,11.65
16979,19,78.1
16980,18,43.75
16982,3,6.67
16983,20,45.33
16984,71,265.1
16985,26,109.02
16986,1,2.08
16987,33,180.15
16988,1,2.89
16989,3,2.95
16992,14,40.27
16996,10,27.2
16999,4,7.47
17001,41,118.17
17002,3,6.95
17004,6,29.83
17006,11,46.15
17007,8,17.23
17010,1,3.75
17011,2,2.3
17014,13,46.7
17015,41,46.23
17017,48,77.79
17018,4,16.78
17019,43,81.72
17022,2,2.37
17025,1,1.25
17026,1,1.69
17027,40,106.43
17029,1,1.79
17030,1,1.45
17031,5,8.68
17033,8,18.68
17034,7,19.87
17035,4,17.2
17037,18,41.28
17038,4,19.6
17040,3,3.07
17041,14,34.51
17042,19,55.37
17043,17,54.16
17045,6,27.64
17046,4,21.5
17047,8,41.34
17048,7,31.76
17049,68,202.19
17050,55,170.42
17051,4,6.6
17052,16,39.23
17053,5,30.95
17054,16,69.76
17058,11,41.84
17059,106,292.02
17061,21,104.15
17062,11,21.49
17063,14,30.28
17064,11,39.6
17068,45,125.18
17069,29,107.31
17070,14,35.72
17071,22,74.55
17073,30,94.17
17075,12,67.21
17076,6,29.81
17078,4,1.81
17081,12,40.53
17082,6,17.7
17083,7,11.95
17084,32,99.7
17085,37,106.04
17086,20,27.7
17088,21,71.95
17090,14,34.7
17091,33,120.42
17092,27,61.38
17094,2,7.05
17095,11,44.05
17096,9,36.71
17097,43,98.41
17100,8,14.41
17101,12,30.67
17105,16,24.29
17107,75,273.55
17109,20,44.3
17110,2,5.4
17111,5,7.71
17114,27,147.23
17115,9,26.02
17117,1,0.55
17118,1,1.65
17119,9,32.88
17120,3,12.7
17122,1,1.65
17123,1,1.65
17124,4,14.1
17125,8,45.7
17126,50,89.79
17131,21,70.84
17133,4,11.8
17134,5,25.65
17135,15,105.19
17138,5,32
17139,79,232.27
17140,8,12.68
17142,2,21
17144,6,36.02
17146,7,107.95
17147,12,35.34
17148,3,4.98
17152,5,13.05
17153,3,13.05
17154,5,6.16
17155,4,12.55
17157,1,1.45
17158,11,46.08
17159,22,63.01
17160,45,87.19
17162,21,92.48
17163,2,9.2
17164,22,51.44
17165,2,9.2
17166,2,8.7
17169,11,27.38
17172,6,4.24
17173,18,70.53
17174,1,1.95
17175,12,51.54
17176,3,6.62
17179,25,51.57
17180,25,64.84
17181,4,13.7
17183,12,52.84
17187,2,3.9
17188,16,48.35
17189,9,15.42
17190,3,6.65
17191,35,99.65
17193,5,13.69
17194,4,15.36
17197,4,27.75
17198,19,43.88
17201,6,10.82
17203,28,58.48
17204,15,68.9
17205,1,0.42
17206,1,2.08
17211,32,93.33
17213,30,124.23
17214,19,100.3
17217,3,13
17218,51,147.42
17219,3,5.82
17220,92,209.93
17221,10,19.69
17222,5,14.17
17223,11,72.1
17226,2,6.4
17227,11,14.54
17228,44,89.18
17229,9,16.01
17230,10,43.61
17231,105,270.5
17232,10,18.94
17233,3,21.2
17234,2,1.27
17235,4,7.98
17236,18,39.12
17237,2,6.23
17238,92,231.85
17239,2,2.2
17242,10,18.43
17243,92,379.74
17244,2,2.9
17245,3,12.25
17247,10,39.53
17248,15,33.62
17250,13,43.15
17251,4,12.5
17252,18,43.26
17253,4,39.4
17254,18,26.63
17255,19,36.41
17256,3,10.15
17259,31,67.42
17262,2,4.64
17263,2,0.84
17265,22,49.79
17266,11,19.23
17267,6,23.27
17272,22,40.24
17274,4,7.89
17277,10,35.1
17278,4,9.74
17279,1,2.55
17282,23,67.94
17284,52,85.43
17286,5,9.85
17287,26,65.5
17288,27,63.21
17289,19,54.94
17290,22,49.8
17293,20,33.59
17295,12,53.77
17297,8,19.34
17298,5,10.78
17299,7,9.39
17301,21,46.44
17302,13,29.18
17303,9,24.92
17306,12,20.77
17309,1,3.75
17311,10,31.84
17312,3,4.85
17313,6,8.4
17314,23,69.35
17315,93,246.89
17317,1,1.06
17320,15,35.64
17321,24,57.49
17323,40,62.43
17324,9,17.56
17325,3,4.85
17329,6,22
17333,11,14.95
17334,1,0.42
17337,100,260.12
17338,127,388.46
17339,3,10.65
17340,73,197.13
17341,37,91.98
17343,1,0.29
17344,4,6.67
17345,19,66.5
17346,94,221.7
17348,38,64.05
17349,1,12.75
17350,13,33.83
17351,5,34.7
17354,1,1.85
17356,2,1.8
17357,11,40.17
17358,9,21.39
17359,3,1.2
17360,23,87.92
17361,8,35.38
17362,8,14.22
17364,72,184.75
17365,86,158.06
17367,7,20.75
17368,28,66.46
17370,7,5.97
17371,18,54.4
17372,41,89.57
17373,14,29.12
17374,2,12.9
17375,7,24.83
17376,3,14.95
17377,79,374.08
17379,11,17.51
17381,20,32.18
17382,2,17.1
17383,6,7.13
17384,3,4.98
17385,9,12.05
17386,6,11.34
17387,16,23.51
17388,5,12.35
17389,32,163.52
17392,11,40.64
17394,1,1.45
17396,4,26.75
17397,21,75.3
17398,5,23.2
17400,44,108.67
17402,8,41.25
17403,7,22.49
17404,39,70.7
17405,15,32.32
17406,18,328.77
17409,4,23.93
17410,14,60.57
17411,8,36.04
17412,15,38.21
17414,2,1.37
17415,3,17.23
17416,50,116.73
17418,6,14.81
17419,44,178.34
17420,2,9.75
17422,27,48.24
17423,6,11.04
17425,9,25.31
17426,39,106.4
17428,63,191.16
17429,9,19
17430,4,6.48
17431,9,15.06
17432,5,10.73
17433,6,18.59
17434,21,48.49
17436,4,9.1
17438,5,24.85
17440,2,1.04
17442,29,85.68
17444,24,58.68
17446,3,1.65
17447,11,19.64
17449,46,167.81
17450,57,297.45
17451,18,38.57
17453,3,7.39
17454,9,12.95
17455,1,1.65
17456,3,2.55
17457,1,12.75
17458,6,17.1
17459,25,41.65
17460,4,16.95
17461,25,59.32
17462,7,18.05
17463,26,83.05
17466,9,46.69
17468,1,1.25
17469,12,44.61
17470,13,9.65
17472,24,40.02
17475,3,2.29
17480,5,8.07
17481,12,38.47
17483,4,19.1
17486,8,21.11
17489,5,6.92
17490,11,19.57
17491,22,82.09
17492,2,14
17495,2,15.25
17496,3,9.7
17498,8,9.57
17499,7,14.29
17501,2,2.1
17502,2,5.9
17503,5,17.53
17504,32,111.92
17505,11,34.27
17506,2,5.83
17507,16,51.5
17508,5,10.35
17509,69,148.46
17510,1,2.95
17511,220,516.51
17512,19,38.01
17514,5,12.28
17515,10,45.05
17516,26,58.13
17517,2,14.4
17519,18,38.81
17520,3,26.75
17521,7,15.35
17522,21,34.06
17523,5,6.11
17524,1,1.65
17525,2,11.7
17526,5,17.37
17527,7,23.56
17528,40,114.62
17530,75,216.68
17531,4,15.1
17534,1,2.1
17535,4,5.9
17536,2,25.5
17537,15,34.38
17538,1,0.65
17540,7,24.15
17542,5,9.85
17545,23,62.67
17547,1,2.95
17548,2,3.3
17550,10,44.9
17551,11,35.15
17552,10,31.57
17553,1,1.25
17554,13,75.79
17555,28,58.08
17556,3,20.32
17557,5,3.7
17560,8,36.56
17561,5,16.18
17562,9,19.19
17564,11,41.19
17566,36,95.65
17567,36,94.88
17569,3,5.65
17571,50,135.13
17572,1,2.95
17573,5,9.95
17574,3,5.18
17576,80,245.65
17579,11,25.72
17580,10,25.85
17581,90,214.14
17582,9,20.93
17584,6,42.25
17585,35,42.53
17588,2,4.44
17589,56,111.7
17590,34,91.18
17591,28,99.85
17593,45,133.08
17594,15,29.04
17595,19,48.89
17596,53,126.08
17597,7,21.1
17600,1,16.65
17602,94,166.36
17603,1,2.08
17604,11,25.21
17608,9,8.97
17609,53,120.13
17611,114,292.07
17612,25,95.15
17613,55,159.02
17614,16,32.32
17615,4,9.95
17616,1,2.55
17618,12,77.55
17619,13,30.59
17620,2,9.33
17621,5,16.65
17623,7,12.23
17624,9,20.88
17625,56,145.86
17629,27,46.15
17630,3,37.65
17631,8,15.77
17633,14,34.49
17634,50,191.46
17636,3,9.35
17637,9,28.7
17639,1,9.95
17642,4,10.05
17643,2,15.9
17644,28,87.75
17646,4,18.5
17647,1,4.95
17648,15,74.97
17649,12,46.46
17651,47,76.05
17652,49,170.21
17653,9,35.72
17654,4,19.7
17655,15,73.17
17656,17,49.82
17658,2,2.1
17659,35,140.5
17660,7,15.69
17663,18,61.49
17664,9,22.82
17666,2,14.4
17667,22,52.23
17668,2,23.7
17669,9,20.44
17670,5,10.95
17671,11,30.29
17672,26,79.76
17673,35,49.67
17674,3,2.73
17675,143,532
17676,17,30.88
17677,66,198.04
17678,3,9.58
17679,5,18.78
17680,4,12.95
17682,21,44.37
17684,3,17.35
17685,26,52.54
17686,57,239.08
17690,42,172.02
17691,6,28.55
17692,4,5.45
17693,3,1.96
17694,2,3.24
17695,6,4.58
17696,21,65.03
17697,4,17.4
17698,1,1.45
17700,33,89.92
17701,4,12.9
17702,15,26.59
17703,8,13.97
17704,7,22
17705,19,55.26
17706,71,326.11
17707,1,2.95
17708,10,38.1
17711,4,13.1
17712,6,50.38
17714,1,1.25
17716,59,164.68
17718,1,2.1
17719,58,232.82
17720,11,44.68
17722,21,54.63
17723,2,9.1
17724,7,31.45
17725,39,125.41
17727,16,28.92
17728,27,91.65
17730,33,62.05
17731,20,117.37
17732,3,8.85
17733,8,37.13
17734,7,17.17
17735,124,291.75
17736,2,10.74
17737,1,0.85
17738,23,74.41
17739,9,42.67
17742,2,8.9
17744,25,20.3
17746,2,13.9
17749,6,29.14
17750,31,20.91
17754,12,7.85
17757,123,331.32
17758,69,160.73
17759,23,37.94
17760,3,8.35
17761,6,10.38
17764,13,51.02
17765,16,76.07
17767,4,12.14
17768,19,61.72
17769,53,196.31
17770,3,26.2
17771,15,38.91
17772,6,24.85
17774,37,115.42
17777,29,54.56
17779,14,26.55
17781,1,12.75
17783,9,13.39
17785,2,3.75
17786,15,33.03
17787,31,92.77
17788,2,12.6
17789,3,6.95
17790,33,83.97
17791,2,5.7
17793,13,65.89
17795,7,14.19
17796,11,55.2
17797,22,57.79
17799,94,268.2
17800,26,51.95
17802,22,62.48
17805,1,1.79
17806,7,4.71
17809,10,743.65
17811,154,456.69
17812,28,96.49
17813,55,157.64
17816,5,4.56
17817,7,11.48
17819,8,34.8
17820,1,1.25
17824,3,2.09
17827,49,98.26
17828,18,58.18
17829,5,14.85
17830,3,22.15
17832,13,14.71
17835,8,8.63
17836,4,4.6
17837,39,151.57
17838,22,38.58
17839,9,14.9
17841,1438,3857.71
17843,6,12.8
17844,2,1.66
17848,6,27.94
17849,3,15.15
17850,71,269.48
17852,4,9.2
17854,1,1.25
17855,4,2.51
17856,1,3.75
17857,11,26.73
17858,41,254.05
17859,4,11.36
17860,8,22.2
17861,39,73.82
17862,3,14.7
17863,24,47.58
17864,16,35.86
17865,79,225.58
17866,2,3.35
17867,15,31.57
17869,7,42.84
17870,60,142.47
17871,2,5.8
17873,7,12.37
17874,8,50.35
17877,4,11.85
17878,12,20.68
17879,2,3.55
17880,4,7.3
17881,3,16.55
17883,26,43.35
17884,19,31.09
17885,9,25.68
17886,25,55.7
17888,15,47.48
17889,3,3.37
17890,17,24.99
17891,8,8.83
17892,7,23.75
17893,2,4.16
17894,29,76.66
17895,5,2.93
17897,14,41.63
17898,5,7.09
17899,3,8.15
17900,2,2.7
17901,5,15.53
17904,9,29.85
17905,7,28.18
17906,4,11.9
17908,11,32.54
17911,6,19.18
17912,8,39
17913,13,27.82
17914,12,19.89
17917,13,27.76
17920,107,233.2
17921,20,47.39
17924,4,7.78
17926,2,1.9
17928,4,20.8
17929,3,19.4
17930,7,9.86
17931,13,37.12
17932,10,28.63
17934,3,6.74
17935,8,14.76
17936,15,19.89
17937,8,26.2
17939,2,5.9
17940,3,0.69
17946,5,16.8
17947,3,3.35
17949,21,547.88
17950,11,36.51
17951,2,4.65
17954,84,159.07
17957,8,10.68
17958,2,5.5
17960,3,6.7
17961,42,235.58
17962,4,12.02
17964,9,27.04
17965,67,231.46
17966,9,10.38
17967,13,25.44
17968,14,29.04
17969,4,32.7
17970,3,9.55
17972,6,18.8
17973,4,19.68
17974,42,93.3
17975,54,153.74
17976,18,57.04
17978,1,0.85
17979,23,69
17980,3,5.45
17984,9,13.26
17985,3,2.7
17987,1,0.29
17988,5,57.76
17990,5,15.48
17991,1,2.95
17994,19,49.02
17995,1,0.42
17997,36,100.62
17999,21,52.35
18001,7,18.24
18004,5,14.85
18005,12,47.43
18006,8,21.75
18008,7,37.56
18009,9,53.05
18010,6,21.7
18011,6,13.5
18013,7,8.02
18014,5,18.69
18015,11,12.75
18016,25,76.29
18018,8,27.77
18019,1,4.95
18022,33,74.9
18024,4,6.18
18027,2,2.5
18030,2,12.8
18032,2,4.35
18033,4,5.08
18034,18,18.72
18035,9,16.58
18036,21,42.89
18037,2,9.9
18040,2,4.6
18041,72,158.91
18042,3,22.85
18043,22,56.83
18044,24,105.99
18045,5,7.22
18048,1,0.85
18050,1,3.75
18053,3,6.15
18055,67,269.57
18056,4,6.7
18058,1,0.29
18059,5,9.05
18061,5,31.75
18062,4,18.8
18064,2,5.1
18065,26,110.38
18066,3,7.95
18067,13,43.13
18069,85,198.72
18071,8,19
18072,4,3.4
18073,17,64.54
18074,3,26.65
18075,28,100.07
18077,49,98.48
18078,5,14.79
18079,25,26.31
18080,2,3.8
18082,12,28.91
18085,4,11.65
18086,2,1.94
18087,1,0.85
18088,5,10.06
18092,11,45.1
18093,5,9.85
18094,12,25.27
18095,3,14.35
18096,32,77.82
18097,16,57.01
18099,4,1.81
18101,14,42.35
18102,80,350.11
18104,8,21.98
18105,2,3.3
18106,9,34.1
18108,6,33.7
18109,89,451.17
18110,4,11.04
18112,2,10.2
18114,4,22.6
18116,78,191.04
18117,14,29.61
18118,236,674.91
18119,2,6.37
18120,4,19.55
18121,8,20.5
18122,82,198.48
18123,5,6.25
18125,27,60.03
18126,7,14.23
18127,5,10.59
18129,5,10.7
18130,14,38.35
18133,1,0.16
18135,2,5.4
18136,6,11.88
18138,2,12.9
18139,23,32.84
18142,4,3.57
18143,10,30.17
18144,4,22.55
18145,47,79.66
18146,4,12.4
18147,1,1.25
18149,7,17.22
18150,8,19.95
18151,6,22.2
18154,3,15.55
18155,8,25.9
18156,24,76.49
18158,10,14.63
18159,4,21.35
18160,12,49.85
18161,11,26.31
18164,8,35.51
18165,2,5.7
18167,6,20.85
18168,25,87.63
18169,2,4.6
18170,8,25.7
18171,7,30.65
18172,32,129.43
18173,7,13.95
18176,9,17.4
18177,21,36.08
18178,24,57.16
18179,20,64.45
18180,22,30.25
18181,8,26.5
18183,7,27.65
18185,3,15.05
18188,17,37.04
18189,14,50.1
18190,3,7.15
18191,1,0.85
18192,13,45.51
18193,5,31.58
18194,4,4.72
18196,26,66.81
18198,32,63.12
18200,4,6.72
18202,14,59.03
18203,5,21.25
18204,44,93.14
18205,6,31.54
18209,2,7.2
18210,37,142.26
18211,4,8.9
18212,10,38.94
18213,3,8.89
18215,3,9.12
18216,4,35.2
18217,4,7.98
18218,5,6.52
18219,21,93.8
18221,9,25.16
18222,4,25.01
18223,54,148.17
18224,1,5.95
18225,51,134.12
18226,45,86.47
18227,2,5
18228,8,38.63
18229,27,120.93
18230,13,29.01
18231,20,69.15
18232,6,20.14
18235,16,32.86
18236,9,27.82
18237,15,55.09
18239,14,65.09
18240,1,0.65
18241,23,79.55
18242,18,61.77
18245,38,86.06
18246,1,3.39
18248,8,23.4
18249,2,7.5
18250,5,18.37
18251,6,3.25
18252,19,37.44
18255,3,6.15
18256,1,0.65
18257,20,69.94
18259,9,31.3
18260,28,92.47
18261,2,5.1
18262,4,5.48
18263,8,10.55
18265,8,38.23
18269,2,6.6
18270,3,22.85
18272,36,92.74
18273,2,5.1
18274,6,28
18276,4,17.23
18278,3,10.05
18280,3,12.25
18281,2,2.07
18282,2,19.5
18283,132,227.15
18287,15,20.37
